날짜,부류,품목코드,품목명,단위,가격
2025-05-09,채소,231,무,1개,2862
2025-05-09,채소,232,당근,1kg,4458
2025-05-09,채소,233,열무,1kg,2111
2025-05-09,채소,241,건고추,600g,35500
2025-05-09,채소,242,풋고추,100g,14878
2025-05-09,채소,243,붉은고추,100g,22488
2025-05-09,채소,245,양파,1kg,2497
2025-05-09,채소,246,파,1kg,2112
2025-05-09,채소,247,생강,1kg,14825
2025-05-09,채소,248,고춧가루,1kg,34422
2025-05-09,채소,252,미나리,100g,13967
2025-05-09,채소,253,깻잎,100g,22080
2025-05-09,채소,255,피망,100g,15250
2025-05-09,채소,256,파프리카,200g,7922
2025-05-09,채소,257,멜론,1개,14900
2025-05-09,채소,258,깐마늘(국산),1kg,12811
2025-05-09,채소,279,알배기배추,1포기,3332
2025-05-09,채소,280,브로콜리,1개,2601
2025-05-09,채소,422,방울토마토,1kg,8190
2025-05-09,과일,411,사과,10개,24833
2025-05-09,과일,412,배,10개,46683
2025-05-09,과일,418,바나나,100g,3170
2025-05-09,과일,420,파인애플,1개,6473
2025-05-09,과일,421,오렌지,10개,14860
2025-05-09,과일,424,레몬,10개,11468
2025-05-09,과일,428,망고,1개,3673
2025-05-09,과일,430,아보카도,1개,2071
2025-05-09,축산,4301,소,1kg,145360
2025-05-09,축산,4304,돼지,1kg,14910
2025-05-09,축산,4401,수입 소고기,1kg,46720
2025-05-09,축산,4402,수입 돼지고기,1kg,15580
2025-05-09,축산,9901,닭,1kg,8873
2025-05-09,축산,9903,계란,10구,3784
2025-05-09,축산,9908,우유,1L,2987
2025-05-09,수산,611,고등어,1손,5500
2025-05-09,수산,612,꽁치,5마리,7264
2025-05-09,수산,613,갈치,1마리,13400
2025-05-09,수산,614,조기,1마리,2228
2025-05-09,수산,615,명태,1마리,3896
2025-05-09,수산,616,삼치,1마리,8385
2025-05-09,수산,619,물오징어,1마리,4487
2025-05-09,수산,638,마른멸치,100g,22558
2025-05-09,수산,640,마른오징어,10마리,71520
2025-05-09,수산,641,김,10장,1242
2025-05-09,수산,642,마른미역,100g,30050
2025-05-09,수산,649,수입조기,1마리,4041
2025-05-09,수산,650,새우젓,1kg,13716
2025-05-09,수산,651,멸치액젓,1kg,5522
2025-05-09,수산,652,천일염,5kg,2448
2025-05-09,수산,653,전복,5마리,10663
2025-05-09,수산,654,새우,10마리,5135
2025-05-09,수산,656,꽃게,1kg,23733
2025-05-09,수산,658,홍합,100g,30767
2025-05-09,수산,659,가리비,1kg,7720
2025-05-09,수산,660,건다시마,100g,32575
2025-05-09,수산,661,바지락,1kg,13047
2025-05-09,수산,662,고등어필렛,1kg,19633
2025-05-12,식량,111,쌀,20kg,2772
2025-05-12,식량,112,찹쌀,1kg,5509
2025-05-12,식량,141,콩,500g,10653
2025-05-12,식량,142,팥,500g,31333
2025-05-12,식량,143,녹두,500g,24114
2025-05-12,식량,151,고구마,1kg,4666
2025-05-12,식량,152,감자,100g,4706
2025-05-12,채소,211,배추,1포기,3292
2025-05-12,채소,212,양배추,1포기,5838
2025-05-12,채소,213,시금치,100g,6794
2025-05-12,채소,214,상추,100g,10851
2025-05-12,채소,215,얼갈이배추,1kg,2102
2025-05-12,채소,221,수박,1개,23200
2025-05-12,채소,222,참외,10개,18733
2025-05-12,채소,223,오이,10개,14915
2025-05-12,채소,224,호박,1개,1266
2025-05-12,채소,225,토마토,1kg,3687
2025-05-12,채소,226,딸기,100g,10677
2025-05-12,채소,231,무,1개,2917
2025-05-12,채소,232,당근,1kg,4488
2025-05-12,채소,233,열무,1kg,2092
2025-05-12,채소,241,건고추,600g,35500
2025-05-12,채소,242,풋고추,100g,15278
2025-05-12,채소,243,붉은고추,100g,22488
2025-05-12,채소,245,양파,1kg,2504
2025-05-12,채소,246,파,1kg,2112
2025-05-12,채소,247,생강,1kg,14825
2025-05-12,채소,248,고춧가루,1kg,34422
2025-05-12,채소,252,미나리,100g,13878
2025-05-12,채소,253,깻잎,100g,22313
2025-05-12,채소,255,피망,100g,15250
2025-05-12,채소,256,파프리카,200g,8578
2025-05-12,채소,257,멜론,1개,15129
2025-05-12,채소,258,깐마늘(국산),1kg,12811
2025-05-12,채소,279,알배기배추,1포기,3443
2025-05-12,채소,280,브로콜리,1개,2774
2025-05-12,채소,422,방울토마토,1kg,8190
2025-05-12,과일,411,사과,10개,24611
2025-05-12,과일,412,배,10개,46400
2025-05-12,과일,418,바나나,100g,3390
2025-05-12,과일,420,파인애플,1개,6473
2025-05-12,과일,421,오렌지,10개,15433
2025-05-12,과일,424,레몬,10개,11468
2025-05-12,과일,428,망고,1개,3673
2025-05-12,과일,430,아보카도,1개,2071
2025-05-12,축산,4301,소,1kg,146310
2025-05-12,축산,4304,돼지,1kg,14560
2025-05-12,축산,4401,수입 소고기,1kg,46670
2025-05-12,축산,4402,수입 돼지고기,1kg,14670
2025-05-12,축산,9901,닭,1kg,8609
2025-05-12,축산,9903,계란,10구,3816
2025-05-12,축산,9908,우유,1L,2982
2025-05-12,수산,611,고등어,1손,5500
2025-05-12,수산,612,꽁치,5마리,7264
2025-05-12,수산,613,갈치,1마리,13400
2025-05-12,수산,614,조기,1마리,2228
2025-05-12,수산,615,명태,1마리,3896
2025-05-12,수산,616,삼치,1마리,8160
2025-05-12,수산,619,물오징어,1마리,4836
2025-05-12,수산,638,마른멸치,100g,22558
2025-05-12,수산,640,마른오징어,10마리,71520
2025-05-12,수산,641,김,10장,1242
2025-05-12,수산,642,마른미역,100g,30050
2025-05-12,수산,649,수입조기,1마리,3899
2025-05-12,수산,650,새우젓,1kg,13716
2025-05-12,수산,651,멸치액젓,1kg,5522
2025-05-12,수산,652,천일염,5kg,2448
2025-05-12,수산,653,전복,5마리,9831
2025-05-12,수산,654,새우,10마리,5135
2025-05-12,수산,656,꽃게,1kg,24418
2025-05-12,수산,658,홍합,100g,34700
2025-05-12,수산,659,가리비,1kg,7500
2025-05-12,수산,660,건다시마,100g,32575
2025-05-12,수산,661,바지락,1kg,12952
2025-05-12,수산,662,고등어필렛,1kg,19633
2025-05-13,식량,111,쌀,20kg,2772
2025-05-13,식량,112,찹쌀,1kg,5509
2025-05-13,식량,141,콩,500g,10653
2025-05-13,식량,142,팥,500g,31333
2025-05-13,식량,143,녹두,500g,24114
2025-05-13,식량,151,고구마,1kg,4718
2025-05-13,식량,152,감자,100g,4694
2025-05-13,채소,211,배추,1포기,3135
2025-05-13,채소,212,양배추,1포기,6153
2025-05-13,채소,213,시금치,100g,6794
2025-05-13,채소,214,상추,100g,10740
2025-05-13,채소,215,얼갈이배추,1kg,2092
2025-05-13,채소,221,수박,1개,23644
2025-05-13,채소,222,참외,10개,18500
2025-05-13,채소,223,오이,10개,14915
2025-05-13,채소,224,호박,1개,1288
2025-05-13,채소,225,토마토,1kg,3816
2025-05-13,채소,226,딸기,100g,10520
2025-05-13,채소,231,무,1개,2917
2025-05-13,채소,232,당근,1kg,4488
2025-05-13,채소,233,열무,1kg,2088
2025-05-13,채소,241,건고추,600g,35500
2025-05-13,채소,242,풋고추,100g,15278
2025-05-13,채소,243,붉은고추,100g,22488
2025-05-13,채소,245,양파,1kg,2441
2025-05-13,채소,246,파,1kg,2131
2025-05-13,채소,247,생강,1kg,14825
2025-05-13,채소,248,고춧가루,1kg,34422
2025-05-13,채소,252,미나리,100g,13967
2025-05-13,채소,253,깻잎,100g,22458
2025-05-13,채소,255,피망,100g,15250
2025-05-13,채소,256,파프리카,200g,8578
2025-05-13,채소,257,멜론,1개,15475
2025-05-13,채소,258,깐마늘(국산),1kg,12811
2025-05-13,채소,279,알배기배추,1포기,3443
2025-05-13,채소,280,브로콜리,1개,2800
2025-05-13,채소,422,방울토마토,1kg,8190
2025-05-13,과일,411,사과,10개,25611
2025-05-13,과일,412,배,10개,46400
2025-05-13,과일,418,바나나,100g,3390
2025-05-13,과일,420,파인애플,1개,6473
2025-05-13,과일,421,오렌지,10개,15433
2025-05-13,과일,424,레몬,10개,11468
2025-05-13,과일,428,망고,1개,3673
2025-05-13,과일,430,아보카도,1개,2071
2025-05-13,축산,4301,소,1kg,145550
2025-05-13,축산,4304,돼지,1kg,14460
2025-05-13,축산,4401,수입 소고기,1kg,46750
2025-05-13,축산,4402,수입 돼지고기,1kg,14680
2025-05-13,축산,9901,닭,1kg,8580
2025-05-13,축산,9903,계란,10구,3791
2025-05-13,축산,9908,우유,1L,2974
2025-05-13,수산,611,고등어,1손,5500
2025-05-13,수산,612,꽁치,5마리,7264
2025-05-13,수산,613,갈치,1마리,13400
2025-05-13,수산,614,조기,1마리,2228
2025-05-13,수산,615,명태,1마리,3896
2025-05-13,수산,616,삼치,1마리,8327
2025-05-13,수산,619,물오징어,1마리,4633
2025-05-13,수산,638,마른멸치,100g,22225
2025-05-13,수산,640,마른오징어,10마리,71520
2025-05-13,수산,641,김,10장,1242
2025-05-13,수산,642,마른미역,100g,30050
2025-05-13,수산,649,수입조기,1마리,3899
2025-05-13,수산,650,새우젓,1kg,13716
2025-05-13,수산,651,멸치액젓,1kg,5522
2025-05-13,수산,652,천일염,5kg,2448
2025-05-13,수산,653,전복,5마리,10346
2025-05-13,수산,654,새우,10마리,5680
2025-05-13,수산,656,꽃게,1kg,24418
2025-05-13,수산,658,홍합,100g,34700
2025-05-13,수산,659,가리비,1kg,7520
2025-05-13,수산,660,건다시마,100g,32575
2025-05-13,수산,661,바지락,1kg,12952
2025-05-13,수산,662,고등어필렛,1kg,19633
2025-05-14,식량,111,쌀,20kg,2772
2025-05-14,식량,112,찹쌀,1kg,5514
2025-05-14,식량,141,콩,500g,10653
2025-05-14,식량,142,팥,500g,31333
2025-05-14,식량,143,녹두,500g,24114
2025-05-14,식량,151,고구마,1kg,4954
2025-05-14,식량,152,감자,100g,4818
2025-05-14,채소,211,배추,1포기,3118
2025-05-14,채소,212,양배추,1포기,6070
2025-05-14,채소,213,시금치,100g,6899
2025-05-14,채소,214,상추,100g,10429
2025-05-14,채소,215,얼갈이배추,1kg,2146
2025-05-14,채소,221,수박,1개,23533
2025-05-14,채소,222,참외,10개,18244
2025-05-14,채소,223,오이,10개,14417
2025-05-14,채소,224,호박,1개,1286
2025-05-14,채소,225,토마토,1kg,3623
2025-05-14,채소,226,딸기,100g,10677
2025-05-14,채소,231,무,1개,2917
2025-05-14,채소,232,당근,1kg,4360
2025-05-14,채소,233,열무,1kg,2134
2025-05-14,채소,241,건고추,600g,35500
2025-05-14,채소,242,풋고추,100g,15278
2025-05-14,채소,243,붉은고추,100g,22488
2025-05-14,채소,245,양파,1kg,2348
2025-05-14,채소,246,파,1kg,2112
2025-05-14,채소,247,생강,1kg,14825
2025-05-14,채소,248,고춧가루,1kg,34422
2025-05-14,채소,252,미나리,100g,14144
2025-05-14,채소,253,깻잎,100g,23380
2025-05-14,채소,255,피망,100g,15250
2025-05-14,채소,256,파프리카,200g,8300
2025-05-14,채소,257,멜론,1개,15225
2025-05-14,채소,258,깐마늘(국산),1kg,12811
2025-05-14,채소,279,알배기배추,1포기,3499
2025-05-14,채소,280,브로콜리,1개,2789
2025-05-14,채소,422,방울토마토,1kg,8190
2025-05-14,과일,411,사과,10개,26533
2025-05-14,과일,412,배,10개,45917
2025-05-14,과일,418,바나나,100g,3510
2025-05-14,과일,420,파인애플,1개,6473
2025-05-14,과일,421,오렌지,10개,15433
2025-05-14,과일,424,레몬,10개,11468
2025-05-14,과일,428,망고,1개,3673
2025-05-14,과일,430,아보카도,1개,2071
2025-05-14,축산,4301,소,1kg,144550
2025-05-14,축산,4304,돼지,1kg,14450
2025-05-14,축산,4401,수입 소고기,1kg,46710
2025-05-14,축산,4402,수입 돼지고기,1kg,14740
2025-05-14,축산,9901,닭,1kg,8575
2025-05-14,축산,9903,계란,10구,3782
2025-05-14,축산,9908,우유,1L,2974
2025-05-14,수산,611,고등어,1손,5500
2025-05-14,수산,612,꽁치,5마리,6907
2025-05-14,수산,613,갈치,1마리,13400
2025-05-14,수산,614,조기,1마리,2157
2025-05-14,수산,615,명태,1마리,3896
2025-05-14,수산,616,삼치,1마리,7678
2025-05-14,수산,619,물오징어,1마리,5345
2025-05-14,수산,638,마른멸치,100g,22250
2025-05-14,수산,640,마른오징어,10마리,73070
2025-05-14,수산,641,김,10장,1242
2025-05-14,수산,642,마른미역,100g,30050
2025-05-14,수산,649,수입조기,1마리,3899
2025-05-14,수산,650,새우젓,1kg,13716
2025-05-14,수산,651,멸치액젓,1kg,5522
2025-05-14,수산,652,천일염,5kg,2428
2025-05-14,수산,653,전복,5마리,9524
2025-05-14,수산,654,새우,10마리,5542
2025-05-14,수산,656,꽃게,1kg,24418
2025-05-14,수산,658,홍합,100g,32700
2025-05-14,수산,659,가리비,1kg,6848
2025-05-14,수산,660,건다시마,100g,32575
2025-05-14,수산,661,바지락,1kg,12022
2025-05-14,수산,662,고등어필렛,1kg,19633
2025-05-15,식량,111,쌀,20kg,2800
2025-05-15,식량,112,찹쌀,1kg,5526
2025-05-15,식량,141,콩,500g,10610
2025-05-15,식량,142,팥,500g,30667
2025-05-15,식량,143,녹두,500g,24114
2025-05-15,식량,151,고구마,1kg,4991
2025-05-15,식량,152,감자,100g,5106
2025-05-15,채소,211,배추,1포기,3176
2025-05-15,채소,212,양배추,1포기,6415
2025-05-15,채소,213,시금치,100g,7067
2025-05-15,채소,214,상추,100g,9480
2025-05-15,채소,215,얼갈이배추,1kg,1922
2025-05-15,채소,221,수박,1개,23311
2025-05-15,채소,222,참외,10개,17300
2025-05-15,채소,223,오이,10개,13317
2025-05-15,채소,224,호박,1개,1304
2025-05-15,채소,225,토마토,1kg,3746
2025-05-15,채소,226,딸기,100g,10457
2025-05-15,채소,231,무,1개,2847
2025-05-15,채소,232,당근,1kg,4233
2025-05-15,채소,233,열무,1kg,1943
2025-05-15,채소,241,건고추,600g,35500
2025-05-15,채소,242,풋고추,100g,15678
2025-05-15,채소,243,붉은고추,100g,22200
2025-05-15,채소,245,양파,1kg,2239
2025-05-15,채소,246,파,1kg,2130
2025-05-15,채소,247,생강,1kg,14825
2025-05-15,채소,248,고춧가루,1kg,34767
2025-05-15,채소,252,미나리,100g,13578
2025-05-15,채소,253,깻잎,100g,24422
2025-05-15,채소,255,피망,100g,15500
2025-05-15,채소,256,파프리카,200g,7472
2025-05-15,채소,257,멜론,1개,14271
2025-05-15,채소,258,깐마늘(국산),1kg,13411
2025-05-15,채소,279,알배기배추,1포기,3303
2025-05-15,채소,280,브로콜리,1개,2761
2025-05-15,채소,422,방울토마토,1kg,7523
2025-05-15,과일,411,사과,10개,26367
2025-05-15,과일,412,배,10개,45917
2025-05-15,과일,418,바나나,100g,3177
2025-05-15,과일,420,파인애플,1개,6473
2025-05-15,과일,421,오렌지,10개,15983
2025-05-15,과일,424,레몬,10개,11468
2025-05-15,과일,428,망고,1개,3673
2025-05-15,과일,430,아보카도,1개,2043
2025-05-15,축산,4301,소,1kg,142720
2025-05-15,축산,4304,돼지,1kg,14470
2025-05-15,축산,4401,수입 소고기,1kg,46710
2025-05-15,축산,4402,수입 돼지고기,1kg,14730
2025-05-15,축산,9901,닭,1kg,8575
2025-05-15,축산,9903,계란,10구,3789
2025-05-15,축산,9908,우유,1L,2973
2025-05-15,수산,611,고등어,1손,5500
2025-05-15,수산,612,꽁치,5마리,6907
2025-05-15,수산,613,갈치,1마리,14433
2025-05-15,수산,614,조기,1마리,2300
2025-05-15,수산,615,명태,1마리,3536
2025-05-15,수산,616,삼치,1마리,8815
2025-05-15,수산,619,물오징어,1마리,6200
2025-05-15,수산,638,마른멸치,100g,22567
2025-05-15,수산,640,마른오징어,10마리,80250
2025-05-15,수산,641,김,10장,1242
2025-05-15,수산,642,마른미역,100g,30050
2025-05-15,수산,649,수입조기,1마리,3926
2025-05-15,수산,650,새우젓,1kg,14145
2025-05-15,수산,651,멸치액젓,1kg,5522
2025-05-15,수산,652,천일염,5kg,2428
2025-05-15,수산,653,전복,5마리,9524
2025-05-15,수산,654,새우,10마리,4997
2025-05-15,수산,656,꽃게,1kg,22483
2025-05-15,수산,658,홍합,100g,34520
2025-05-15,수산,659,가리비,1kg,8340
2025-05-15,수산,660,건다시마,100g,32575
2025-05-15,수산,661,바지락,1kg,12357
2025-05-15,수산,662,고등어필렛,1kg,19167
2025-05-16,식량,111,쌀,20kg,2791
2025-05-16,식량,112,찹쌀,1kg,5526
2025-05-16,식량,141,콩,500g,10610
2025-05-16,식량,142,팥,500g,30667
2025-05-16,식량,143,녹두,500g,24229
2025-05-16,식량,151,고구마,1kg,4992
2025-05-16,식량,152,감자,100g,5549
2025-05-16,채소,211,배추,1포기,3176
2025-05-16,채소,212,양배추,1포기,5770
2025-05-16,채소,213,시금치,100g,7267
2025-05-16,채소,214,상추,100g,9591
2025-05-16,채소,215,얼갈이배추,1kg,1874
2025-05-16,채소,221,수박,1개,22833
2025-05-16,채소,222,참외,10개,16711
2025-05-16,채소,223,오이,10개,13317
2025-05-16,채소,224,호박,1개,1323
2025-05-16,채소,225,토마토,1kg,3729
2025-05-16,채소,226,딸기,100g,10757
2025-05-16,채소,231,무,1개,2607
2025-05-16,채소,232,당근,1kg,4176
2025-05-16,채소,233,열무,1kg,1828
2025-05-16,채소,241,건고추,600g,35500
2025-05-16,채소,242,풋고추,100g,16233
2025-05-16,채소,243,붉은고추,100g,22200
2025-05-16,채소,245,양파,1kg,2202
2025-05-16,채소,246,파,1kg,2158
2025-05-16,채소,247,생강,1kg,14825
2025-05-16,채소,248,고춧가루,1kg,34767
2025-05-16,채소,252,미나리,100g,13311
2025-05-16,채소,253,깻잎,100g,24500
2025-05-16,채소,255,피망,100g,15200
2025-05-16,채소,256,파프리카,200g,6922
2025-05-16,채소,257,멜론,1개,13843
2025-05-16,채소,258,깐마늘(국산),1kg,13611
2025-05-16,채소,279,알배기배추,1포기,3314
2025-05-16,채소,280,브로콜리,1개,2636
2025-05-16,채소,422,방울토마토,1kg,7523
2025-05-16,과일,411,사과,10개,26133
2025-05-16,과일,412,배,10개,44800
2025-05-16,과일,418,바나나,100g,3236
2025-05-16,과일,420,파인애플,1개,6473
2025-05-16,과일,421,오렌지,10개,16133
2025-05-16,과일,424,레몬,10개,11618
2025-05-16,과일,428,망고,1개,3637
2025-05-16,과일,430,아보카도,1개,2067
2025-05-16,축산,4301,소,1kg,143340
2025-05-16,축산,4304,돼지,1kg,14740
2025-05-16,축산,4401,수입 소고기,1kg,46710
2025-05-16,축산,4402,수입 돼지고기,1kg,15310
2025-05-16,축산,9901,닭,1kg,9153
2025-05-16,축산,9903,계란,10구,3789
2025-05-16,축산,9908,우유,1L,2969
2025-05-16,수산,611,고등어,1손,5500
2025-05-16,수산,612,꽁치,5마리,7325
2025-05-16,수산,613,갈치,1마리,14050
2025-05-16,수산,614,조기,1마리,2300
2025-05-16,수산,615,명태,1마리,3896
2025-05-16,수산,616,삼치,1마리,8978
2025-05-16,수산,619,물오징어,1마리,4960
2025-05-16,수산,638,마른멸치,100g,23900
2025-05-16,수산,640,마른오징어,10마리,85380
2025-05-16,수산,641,김,10장,1242
2025-05-16,수산,642,마른미역,100g,30050
2025-05-16,수산,649,수입조기,1마리,3926
2025-05-16,수산,650,새우젓,1kg,14145
2025-05-16,수산,651,멸치액젓,1kg,5614
2025-05-16,수산,652,천일염,5kg,2512
2025-05-16,수산,653,전복,5마리,10353
2025-05-16,수산,654,새우,10마리,4863
2025-05-16,수산,656,꽃게,1kg,22250
2025-05-16,수산,658,홍합,100g,34520
2025-05-16,수산,659,가리비,1kg,7468
2025-05-16,수산,660,건다시마,100g,32575
2025-05-16,수산,661,바지락,1kg,12038
2025-05-16,수산,662,고등어필렛,1kg,19167
2025-05-19,식량,111,쌀,20kg,2791
2025-05-19,식량,112,찹쌀,1kg,5526
2025-05-19,식량,141,콩,500g,10610
2025-05-19,식량,142,팥,500g,30667
2025-05-19,식량,143,녹두,500g,24229
2025-05-19,식량,151,고구마,1kg,4927
2025-05-19,식량,152,감자,100g,5549
2025-05-19,채소,211,배추,1포기,3210
2025-05-19,채소,212,양배추,1포기,5657
2025-05-19,채소,213,시금치,100g,6988
2025-05-19,채소,214,상추,100g,9591
2025-05-19,채소,215,얼갈이배추,1kg,1866
2025-05-19,채소,221,수박,1개,22833
2025-05-19,채소,222,참외,10개,18389
2025-05-19,채소,223,오이,10개,15000
2025-05-19,채소,224,호박,1개,1268
2025-05-19,채소,225,토마토,1kg,3947
2025-05-19,채소,226,딸기,100g,10757
2025-05-19,채소,231,무,1개,2607
2025-05-19,채소,232,당근,1kg,4166
2025-05-19,채소,233,열무,1kg,1816
2025-05-19,채소,241,건고추,600g,35500
2025-05-19,채소,242,풋고추,100g,16000
2025-05-19,채소,243,붉은고추,100g,21663
2025-05-19,채소,245,양파,1kg,2202
2025-05-19,채소,246,파,1kg,2331
2025-05-19,채소,247,생강,1kg,15075
2025-05-19,채소,248,고춧가루,1kg,34767
2025-05-19,채소,252,미나리,100g,13189
2025-05-19,채소,253,깻잎,100g,24578
2025-05-19,채소,255,피망,100g,15200
2025-05-19,채소,256,파프리카,200g,6733
2025-05-19,채소,257,멜론,1개,14350
2025-05-19,채소,258,깐마늘(국산),1kg,13722
2025-05-19,채소,279,알배기배추,1포기,3314
2025-05-19,채소,280,브로콜리,1개,2636
2025-05-19,채소,422,방울토마토,1kg,7523
2025-05-19,과일,411,사과,10개,26700
2025-05-19,과일,412,배,10개,46240
2025-05-19,과일,418,바나나,100g,3354
2025-05-19,과일,420,파인애플,1개,6555
2025-05-19,과일,421,오렌지,10개,16133
2025-05-19,과일,424,레몬,10개,11618
2025-05-19,과일,428,망고,1개,3637
2025-05-19,과일,430,아보카도,1개,2086
2025-05-19,축산,4301,소,1kg,141980
2025-05-19,축산,4304,돼지,1kg,14580
2025-05-19,축산,4401,수입 소고기,1kg,45820
2025-05-19,축산,4402,수입 돼지고기,1kg,15140
2025-05-19,축산,9901,닭,1kg,8400
2025-05-19,축산,9903,계란,10구,3786
2025-05-19,축산,9908,우유,1L,2972
2025-05-19,수산,611,고등어,1손,5500
2025-05-19,수산,612,꽁치,5마리,6907
2025-05-19,수산,613,갈치,1마리,15300
2025-05-19,수산,614,조기,1마리,2300
2025-05-19,수산,615,명태,1마리,3514
2025-05-19,수산,616,삼치,1마리,8348
2025-05-19,수산,619,물오징어,1마리,4930
2025-05-19,수산,638,마른멸치,100g,23900
2025-05-19,수산,640,마른오징어,10마리,85380
2025-05-19,수산,641,김,10장,1242
2025-05-19,수산,642,마른미역,100g,30050
2025-05-19,수산,649,수입조기,1마리,3926
2025-05-19,수산,650,새우젓,1kg,14145
2025-05-19,수산,651,멸치액젓,1kg,5820
2025-05-19,수산,652,천일염,5kg,2475
2025-05-19,수산,653,전복,5마리,10150
2025-05-19,수산,654,새우,10마리,4863
2025-05-19,수산,656,꽃게,1kg,22250
2025-05-19,수산,658,홍합,100g,34520
2025-05-19,수산,659,가리비,1kg,8052
2025-05-19,수산,660,건다시마,100g,32575
2025-05-19,수산,661,바지락,1kg,12204
2025-05-19,수산,662,고등어필렛,1kg,19167
2025-05-20,식량,111,쌀,20kg,2791
2025-05-20,식량,112,찹쌀,1kg,5526
2025-05-20,식량,141,콩,500g,10610
2025-05-20,식량,142,팥,500g,30667
2025-05-20,식량,143,녹두,500g,24229
2025-05-20,식량,151,고구마,1kg,5074
2025-05-20,식량,152,감자,100g,5304
2025-05-20,채소,211,배추,1포기,3215
2025-05-20,채소,212,양배추,1포기,5657
2025-05-20,채소,213,시금치,100g,6988
2025-05-20,채소,214,상추,100g,9502
2025-05-20,채소,215,얼갈이배추,1kg,1877
2025-05-20,채소,221,수박,1개,22722
2025-05-20,채소,222,참외,10개,17482
2025-05-20,채소,223,오이,10개,15000
2025-05-20,채소,224,호박,1개,1253
2025-05-20,채소,225,토마토,1kg,4073
2025-05-20,채소,226,딸기,100g,9710
2025-05-20,채소,231,무,1개,2528
2025-05-20,채소,232,당근,1kg,3962
2025-05-20,채소,233,열무,1kg,1828
2025-05-20,채소,241,건고추,600g,35500
2025-05-20,채소,242,풋고추,100g,16000
2025-05-20,채소,243,붉은고추,100g,21663
2025-05-20,채소,245,양파,1kg,2171
2025-05-20,채소,246,파,1kg,2350
2025-05-20,채소,247,생강,1kg,15075
2025-05-20,채소,248,고춧가루,1kg,34767
2025-05-20,채소,252,미나리,100g,13233
2025-05-20,채소,253,깻잎,100g,24467
2025-05-20,채소,255,피망,100g,15338
2025-05-20,채소,256,파프리카,200g,6872
2025-05-20,채소,257,멜론,1개,13975
2025-05-20,채소,258,깐마늘(국산),1kg,13298
2025-05-20,채소,279,알배기배추,1포기,3278
2025-05-20,채소,280,브로콜리,1개,2636
2025-05-20,채소,422,방울토마토,1kg,7523
2025-05-20,과일,411,사과,10개,25456
2025-05-20,과일,412,배,10개,42400
2025-05-20,과일,418,바나나,100g,3364
2025-05-20,과일,419,참다래,10개,10482
2025-05-20,과일,420,파인애플,1개,6555
2025-05-20,과일,421,오렌지,10개,16133
2025-05-20,과일,424,레몬,10개,11618
2025-05-20,과일,428,망고,1개,3637
2025-05-20,과일,430,아보카도,1개,2086
2025-05-20,축산,4301,소,1kg,140880
2025-05-20,축산,4304,돼지,1kg,14590
2025-05-20,축산,4401,수입 소고기,1kg,45870
2025-05-20,축산,4402,수입 돼지고기,1kg,15030
2025-05-20,축산,9901,닭,1kg,8436
2025-05-20,축산,9903,계란,10구,3796
2025-05-20,축산,9908,우유,1L,2982
2025-05-20,수산,611,고등어,1손,5500
2025-05-20,수산,612,꽁치,5마리,6907
2025-05-20,수산,613,갈치,1마리,14700
2025-05-20,수산,614,조기,1마리,2217
2025-05-20,수산,615,명태,1마리,3514
2025-05-20,수산,616,삼치,1마리,8795
2025-05-20,수산,619,물오징어,1마리,4876
2025-05-20,수산,638,마른멸치,100g,23900
2025-05-20,수산,640,마른오징어,10마리,85380
2025-05-20,수산,641,김,10장,1242
2025-05-20,수산,642,마른미역,100g,30050
2025-05-20,수산,649,수입조기,1마리,3968
2025-05-20,수산,650,새우젓,1kg,13716
2025-05-20,수산,651,멸치액젓,1kg,5820
2025-05-20,수산,652,천일염,5kg,2475
2025-05-20,수산,653,전복,5마리,10311
2025-05-20,수산,654,새우,10마리,4863
2025-05-20,수산,656,꽃게,1kg,22613
2025-05-20,수산,658,홍합,100g,33800
2025-05-20,수산,659,가리비,1kg,8340
2025-05-20,수산,660,건다시마,100g,32575
2025-05-20,수산,661,바지락,1kg,12066
2025-05-20,수산,662,고등어필렛,1kg,19500
2025-05-21,식량,111,쌀,20kg,2791
2025-05-21,식량,112,찹쌀,1kg,5403
2025-05-21,식량,141,콩,500g,10225
2025-05-21,식량,142,팥,500g,30667
2025-05-21,식량,143,녹두,500g,24229
2025-05-21,식량,151,고구마,1kg,5074
2025-05-21,식량,152,감자,100g,5181
2025-06-04,식량,111,쌀,20kg,2828
2025-06-04,식량,112,찹쌀,1kg,5500
2025-06-04,식량,141,콩,500g,10613
2025-06-04,식량,142,팥,500g,30400
2025-06-04,식량,143,녹두,500g,24229
2025-06-04,식량,151,고구마,1kg,4694
2025-06-04,식량,152,감자,100g,5188
2025-06-04,채소,211,배추,1포기,3070
2025-06-04,채소,212,양배추,1포기,3470
2025-06-04,채소,213,시금치,100g,6396
2025-06-04,채소,214,상추,100g,10513
2025-06-04,채소,215,얼갈이배추,1kg,2266
2025-06-04,채소,221,수박,1개,22189
2025-06-04,채소,222,참외,10개,19778
2025-06-04,채소,223,오이,10개,12717
2025-06-04,채소,224,호박,1개,1136
2025-06-04,채소,225,토마토,1kg,3713
2025-06-04,채소,231,무,1개,1964
2025-06-04,채소,232,당근,1kg,3570
2025-06-04,채소,233,열무,1kg,2257
2025-06-04,채소,241,건고추,600g,35500
2025-06-04,채소,242,풋고추,100g,14978
