날짜,부류,품목코드,품목명,단위,가격
2022-08-04,수산,613,갈치,1마리,10800
2022-08-04,수산,614,조기,1마리,1405
2022-08-04,수산,615,명태,1마리,3767
2022-08-04,수산,619,물오징어,1마리,4207
2022-08-04,수산,638,마른멸치,100g,25880
2022-08-04,수산,640,마른오징어,10마리,66693
2022-08-04,수산,641,김,10장,947
2022-08-04,수산,642,마른미역,100g,30243
2022-08-04,수산,649,수입조기,1마리,3758
2022-08-04,수산,650,새우젓,1kg,21596
2022-08-04,수산,651,멸치액젓,1kg,5013
2022-08-04,수산,652,천일염,5kg,2566
2022-08-04,수산,653,전복,5마리,15025
2022-08-04,수산,654,새우,10마리,4418
2022-08-05,식량,111,쌀,20kg,2419
2022-08-05,식량,112,찹쌀,1kg,3879
2022-08-05,식량,141,콩,500g,12163
2022-08-05,식량,142,팥,500g,17271
2022-08-05,식량,143,녹두,500g,27600
2022-08-05,식량,151,고구마,1kg,5266
2022-08-05,식량,152,감자,100g,4097
2022-08-05,채소,211,배추,1포기,6527
2022-08-05,채소,212,양배추,1포기,4330
2022-08-05,채소,213,시금치,100g,17143
2022-08-05,채소,214,상추,100g,18086
2022-08-05,채소,215,얼갈이배추,1kg,4051
2022-08-05,채소,221,수박,1개,25800
2022-08-05,채소,222,참외,10개,25502
2022-08-05,채소,223,오이,10개,16630
2022-08-05,채소,224,호박,1개,1519
2022-08-05,채소,225,토마토,1kg,7279
2022-08-05,채소,231,무,1개,2798
2022-08-05,채소,232,당근,1kg,3814
2022-08-05,채소,233,열무,1kg,3215
2022-08-05,채소,241,건고추,600g,31083
2022-08-05,채소,242,풋고추,100g,12320
2022-08-05,채소,243,붉은고추,100g,15514
2022-08-05,채소,245,양파,1kg,2467
2022-08-05,채소,246,파,1kg,3217
2022-08-05,채소,247,생강,1kg,8197
2022-08-05,채소,248,고춧가루,1kg,31080
2022-08-05,채소,252,미나리,100g,8000
2022-08-05,채소,253,깻잎,100g,23814
2022-08-05,채소,255,피망,100g,10867
2022-08-05,채소,256,파프리카,200g,10071
2022-08-05,채소,257,멜론,1개,9120
2022-08-05,채소,258,깐마늘(국산),1kg,14139
2022-08-05,채소,422,방울토마토,1kg,9060
2022-08-05,과일,411,사과,10개,34010
2022-08-05,과일,412,배,10개,36050
2022-08-05,과일,413,복숭아,10개,21602
2022-08-05,과일,414,포도,1kg,13823
2022-08-05,과일,418,바나나,100g,3250
2022-08-05,과일,419,참다래,10개,8268
2022-08-05,과일,420,파인애플,1개,6327
2022-08-05,과일,424,레몬,10개,8420
2022-08-05,과일,425,체리,100g,26180
2022-08-05,과일,430,아보카도,1개,1438
2022-08-05,축산,4301,소,1kg,153960
2022-08-05,축산,4304,돼지,1kg,12980
2022-08-05,축산,4401,수입 소고기,1kg,43050
2022-08-05,축산,4402,수입 돼지고기,1kg,14580
2022-08-05,축산,9901,닭,1kg,5643
2022-08-05,축산,9903,계란,10구,3655
2022-08-05,축산,9908,우유,1L,2763
2022-08-05,수산,611,고등어,1손,4350
2022-08-05,수산,612,꽁치,5마리,6196
2022-08-05,수산,613,갈치,1마리,10800
2022-08-05,수산,614,조기,1마리,1405
2022-08-05,수산,615,명태,1마리,3990
2022-08-05,수산,619,물오징어,1마리,4950
2022-08-05,수산,638,마른멸치,100g,25880
2022-08-05,수산,640,마른오징어,10마리,66693
2022-08-05,수산,641,김,10장,947
2022-08-05,수산,642,마른미역,100g,30243
2022-08-05,수산,649,수입조기,1마리,3758
2022-08-05,수산,650,새우젓,1kg,21596
2022-08-05,수산,651,멸치액젓,1kg,5013
2022-08-05,수산,652,천일염,5kg,2566
2022-08-05,수산,653,전복,5마리,15025
2022-08-05,수산,654,새우,10마리,4418
2022-08-08,식량,111,쌀,20kg,2419
2022-08-08,식량,112,찹쌀,1kg,3811
2022-08-08,식량,141,콩,500g,12163
2022-08-08,식량,142,팥,500g,17271
2022-08-08,식량,143,녹두,500g,27600
2022-08-08,식량,151,고구마,1kg,5266
2022-08-08,식량,152,감자,100g,4097
2022-08-08,채소,211,배추,1포기,6527
2022-08-08,채소,212,양배추,1포기,4330
2022-08-08,채소,213,시금치,100g,17143
2022-08-08,채소,214,상추,100g,18086
2022-08-08,채소,215,얼갈이배추,1kg,4084
2022-08-08,채소,221,수박,1개,25800
2022-08-08,채소,222,참외,10개,23758
2022-08-08,채소,223,오이,10개,16630
2022-08-08,채소,224,호박,1개,1519
2022-08-08,채소,225,토마토,1kg,7279
2022-08-08,채소,231,무,1개,2798
2022-08-08,채소,232,당근,1kg,3814
2022-08-08,채소,233,열무,1kg,3791
2022-08-08,채소,241,건고추,600g,31083
2022-08-08,채소,242,풋고추,100g,12320
2022-08-08,채소,243,붉은고추,100g,15514
2022-08-08,채소,245,양파,1kg,2467
2022-08-08,채소,246,파,1kg,3217
2022-08-08,채소,247,생강,1kg,8197
2022-08-08,채소,248,고춧가루,1kg,31080
2022-08-08,채소,252,미나리,100g,8000
2022-08-08,채소,253,깻잎,100g,23814
2022-08-08,채소,255,피망,100g,10867
2022-08-08,채소,256,파프리카,200g,10886
2022-08-08,채소,257,멜론,1개,8834
2022-08-08,채소,258,깐마늘(국산),1kg,14139
2022-08-08,채소,422,방울토마토,1kg,9060
2022-08-08,과일,411,사과,10개,34010
2022-08-08,과일,412,배,10개,36050
2022-08-08,과일,413,복숭아,10개,21602
2022-08-08,과일,414,포도,1kg,13913
2022-08-08,과일,418,바나나,100g,3250
2022-08-08,과일,419,참다래,10개,8268
2022-08-08,과일,420,파인애플,1개,6327
2022-08-08,과일,421,오렌지,10개,9980
2022-08-08,과일,424,레몬,10개,8420
2022-08-08,과일,425,체리,100g,26180
2022-08-08,과일,430,아보카도,1개,1438
2022-08-08,축산,4301,소,1kg,154000
2022-08-08,축산,4304,돼지,1kg,13000
2022-08-08,축산,4401,수입 소고기,1kg,42640
2022-08-08,축산,4402,수입 돼지고기,1kg,14660
2022-08-08,축산,9901,닭,1kg,5690
2022-08-08,축산,9903,계란,10구,3632
2022-08-08,축산,9908,우유,1L,2764
2022-08-08,수산,611,고등어,1손,3500
2022-08-08,수산,612,꽁치,5마리,6196
2022-08-08,수산,613,갈치,1마리,10800
2022-08-08,수산,614,조기,1마리,1405
2022-08-08,수산,615,명태,1마리,3990
2022-08-08,수산,619,물오징어,1마리,4825
2022-08-08,수산,638,마른멸치,100g,25880
2022-08-08,수산,640,마른오징어,10마리,66693
2022-08-08,수산,641,김,10장,947
2022-08-08,수산,642,마른미역,100g,30243
2022-08-08,수산,649,수입조기,1마리,3758
2022-08-08,수산,650,새우젓,1kg,21596
2022-08-08,수산,651,멸치액젓,1kg,5013
2022-08-08,수산,652,천일염,5kg,2566
2022-08-08,수산,653,전복,5마리,15025
2022-08-08,수산,654,새우,10마리,4393
2022-08-09,식량,111,쌀,20kg,2388
2022-08-09,식량,112,찹쌀,1kg,3811
2022-08-09,식량,141,콩,500g,12163
2022-08-09,식량,142,팥,500g,17271
2022-08-09,식량,143,녹두,500g,27600
2022-08-09,식량,151,고구마,1kg,5466
2022-08-09,식량,152,감자,100g,4229
2022-08-09,채소,211,배추,1포기,6658
2022-08-09,채소,212,양배추,1포기,4330
2022-08-09,채소,213,시금치,100g,18853
2022-08-09,채소,214,상추,100g,18557
2022-08-09,채소,215,얼갈이배추,1kg,4133
2022-08-09,채소,221,수박,1개,19800
2022-08-09,채소,222,참외,10개,23810
2022-08-09,채소,223,오이,10개,16630
2022-08-09,채소,224,호박,1개,1519
2022-08-09,채소,225,토마토,1kg,7443
2022-08-09,채소,231,무,1개,2942
2022-08-09,채소,232,당근,1kg,3843
2022-08-09,채소,233,열무,1kg,3823
2022-08-09,채소,241,건고추,600g,31083
2022-08-09,채소,242,풋고추,100g,12320
2022-08-09,채소,243,붉은고추,100g,15514
2022-08-09,채소,245,양파,1kg,2467
2022-08-09,채소,246,파,1kg,3241
2022-08-09,채소,247,생강,1kg,8561
2022-08-09,채소,248,고춧가루,1kg,31080
2022-08-09,채소,252,미나리,100g,8000
2022-08-09,채소,253,깻잎,100g,24300
2022-08-09,채소,255,피망,100g,10617
2022-08-09,채소,256,파프리카,200g,11129
2022-08-09,채소,257,멜론,1개,9249
2022-08-09,채소,258,깐마늘(국산),1kg,14139
2022-08-09,채소,422,방울토마토,1kg,9060
2022-08-09,과일,411,사과,10개,36233
2022-08-09,과일,412,배,10개,38257
2022-08-09,과일,413,복숭아,10개,21384
2022-08-09,과일,414,포도,1kg,13756
2022-08-09,과일,418,바나나,100g,3250
2022-08-09,과일,419,참다래,10개,8268
2022-08-09,과일,420,파인애플,1개,6327
2022-08-09,과일,421,오렌지,10개,9980
2022-08-09,과일,424,레몬,10개,8420
2022-08-09,과일,425,체리,100g,26675
2022-08-09,과일,430,아보카도,1개,1438
2022-08-09,축산,4301,소,1kg,154270
2022-08-09,축산,4304,돼지,1kg,13000
2022-08-09,축산,4401,수입 소고기,1kg,42640
2022-08-09,축산,4402,수입 돼지고기,1kg,14670
2022-08-09,축산,9901,닭,1kg,5690
2022-08-09,축산,9903,계란,10구,3632
2022-08-09,축산,9908,우유,1L,2764
2022-08-09,수산,611,고등어,1손,3740
2022-08-09,수산,612,꽁치,5마리,6196
2022-08-09,수산,613,갈치,1마리,10400
2022-08-09,수산,614,조기,1마리,1405
2022-08-09,수산,615,명태,1마리,3990
2022-08-09,수산,619,물오징어,1마리,4000
2022-08-09,수산,638,마른멸치,100g,25880
2022-08-09,수산,640,마른오징어,10마리,66693
2022-08-09,수산,641,김,10장,947
2022-08-09,수산,642,마른미역,100g,30243
2022-08-09,수산,649,수입조기,1마리,3758
2022-08-09,수산,650,새우젓,1kg,21596
2022-08-09,수산,651,멸치액젓,1kg,5013
2022-08-09,수산,652,천일염,5kg,2566
2022-08-09,수산,653,전복,5마리,15025
2022-08-09,수산,654,새우,10마리,4393
2022-08-10,식량,111,쌀,20kg,2388
2022-08-10,식량,112,찹쌀,1kg,3811
2022-08-10,식량,141,콩,500g,12163
2022-08-10,식량,142,팥,500g,17271
2022-08-10,식량,143,녹두,500g,27600
2022-08-10,식량,151,고구마,1kg,5466
2022-08-10,식량,152,감자,100g,4229
2022-08-10,채소,211,배추,1포기,6608
2022-08-10,채소,212,양배추,1포기,4830
2022-08-10,채소,213,시금치,100g,18853
2022-08-10,채소,214,상추,100g,18557
2022-08-10,채소,215,얼갈이배추,1kg,4093
2022-08-10,채소,221,수박,1개,19800
2022-08-10,채소,222,참외,10개,23810
2022-08-10,채소,223,오이,10개,16630
2022-08-10,채소,224,호박,1개,1589
2022-08-10,채소,225,토마토,1kg,7443
2022-08-10,채소,231,무,1개,2942
2022-08-10,채소,232,당근,1kg,3843
2022-08-10,채소,233,열무,1kg,3799
2022-08-10,채소,241,건고추,600g,31083
2022-08-10,채소,242,풋고추,100g,12320
2022-08-10,채소,243,붉은고추,100g,14800
2022-08-10,채소,245,양파,1kg,2467
2022-08-10,채소,246,파,1kg,3336
2022-08-10,채소,247,생강,1kg,8561
2022-08-10,채소,248,고춧가루,1kg,31080
2022-08-10,채소,252,미나리,100g,8000
2022-08-10,채소,253,깻잎,100g,24300
2022-08-10,채소,255,피망,100g,10533
2022-08-10,채소,256,파프리카,200g,11129
2022-08-10,채소,257,멜론,1개,8834
2022-08-10,채소,258,깐마늘(국산),1kg,14139
2022-08-10,채소,422,방울토마토,1kg,8837
2022-08-10,과일,411,사과,10개,36233
2022-08-10,과일,412,배,10개,38257
2022-08-10,과일,413,복숭아,10개,20716
2022-08-10,과일,414,포도,1kg,13756
2022-08-10,과일,418,바나나,100g,3250
2022-08-10,과일,419,참다래,10개,8268
2022-08-10,과일,420,파인애플,1개,6327
2022-08-10,과일,421,오렌지,10개,9980
2022-08-10,과일,424,레몬,10개,8716
2022-08-10,과일,425,체리,100g,26675
2022-08-10,과일,430,아보카도,1개,1438
2022-08-10,축산,4301,소,1kg,154440
2022-08-10,축산,4304,돼지,1kg,13000
2022-08-10,축산,4401,수입 소고기,1kg,42630
2022-08-10,축산,4402,수입 돼지고기,1kg,14690
2022-08-10,축산,9901,닭,1kg,5721
2022-08-10,축산,9903,계란,10구,3643
2022-08-10,축산,9908,우유,1L,2764
2022-08-10,수산,611,고등어,1손,3977
2022-08-10,수산,612,꽁치,5마리,6196
2022-08-10,수산,613,갈치,1마리,10400
2022-08-10,수산,614,조기,1마리,1437
2022-08-10,수산,615,명태,1마리,3990
2022-08-10,수산,619,물오징어,1마리,4165
2022-08-10,수산,638,마른멸치,100g,24350
2022-08-10,수산,640,마른오징어,10마리,64666
2022-08-10,수산,641,김,10장,885
2022-08-10,수산,642,마른미역,100g,30243
2022-08-10,수산,649,수입조기,1마리,3793
2022-08-10,수산,650,새우젓,1kg,19930
2022-08-10,수산,651,멸치액젓,1kg,5178
2022-08-10,수산,652,천일염,5kg,2420
2022-08-10,수산,653,전복,5마리,14440
2022-08-10,수산,654,새우,10마리,4810
2022-08-11,식량,111,쌀,20kg,2374
2022-08-11,식량,112,찹쌀,1kg,3811
2022-08-11,식량,141,콩,500g,12163
2022-08-11,식량,142,팥,500g,17271
2022-08-11,식량,143,녹두,500g,27600
2022-08-11,식량,151,고구마,1kg,6266
2022-08-11,식량,152,감자,100g,4243
2022-08-11,채소,211,배추,1포기,6553
2022-08-11,채소,212,양배추,1포기,4830
2022-08-11,채소,213,시금치,100g,19670
2022-08-11,채소,214,상추,100g,18557
2022-08-11,채소,215,얼갈이배추,1kg,3890
2022-08-11,채소,221,수박,1개,19800
2022-08-11,채소,222,참외,10개,24367
2022-08-11,채소,223,오이,10개,14970
2022-08-11,채소,224,호박,1개,1851
2022-08-11,채소,225,토마토,1kg,6586
2022-08-11,채소,231,무,1개,2717
2022-08-11,채소,232,당근,1kg,3953
2022-08-11,채소,233,열무,1kg,3328
2022-08-11,채소,241,건고추,600g,31083
2022-08-11,채소,242,풋고추,100g,17380
2022-08-11,채소,243,붉은고추,100g,17029
2022-08-11,채소,245,양파,1kg,2423
2022-08-11,채소,246,파,1kg,3293
2022-08-11,채소,247,생강,1kg,8561
2022-08-11,채소,248,고춧가루,1kg,31080
2022-08-11,채소,252,미나리,100g,9000
2022-08-11,채소,253,깻잎,100g,23814
2022-08-11,채소,255,피망,100g,10700
2022-08-11,채소,256,파프리카,200g,11271
2022-08-11,채소,257,멜론,1개,8406
2022-08-11,채소,258,깐마늘(국산),1kg,13884
2022-08-11,채소,422,방울토마토,1kg,9947
2022-08-11,과일,411,사과,10개,36233
2022-08-11,과일,412,배,10개,38257
2022-08-11,과일,413,복숭아,10개,20032
2022-08-11,과일,414,포도,1kg,13237
2022-08-11,과일,418,바나나,100g,3250
2022-08-11,과일,419,참다래,10개,8823
2022-08-11,과일,420,파인애플,1개,6327
2022-08-11,과일,424,레몬,10개,8716
2022-08-11,과일,425,체리,100g,24500
2022-08-11,과일,430,아보카도,1개,1438
2022-08-11,축산,4301,소,1kg,150920
2022-08-11,축산,4304,돼지,1kg,12980
2022-08-11,축산,4401,수입 소고기,1kg,42670
2022-08-11,축산,4402,수입 돼지고기,1kg,14690
2022-08-11,축산,9901,닭,1kg,5683
2022-08-11,축산,9903,계란,10구,3643
2022-08-11,축산,9908,우유,1L,2764
2022-08-11,수산,611,고등어,1손,4493
2022-08-11,수산,612,꽁치,5마리,6196
2022-08-11,수산,613,갈치,1마리,10600
2022-08-11,수산,614,조기,1마리,1628
2022-08-11,수산,615,명태,1마리,3525
2022-08-11,수산,619,물오징어,1마리,4178
2022-08-11,수산,638,마른멸치,100g,25650
2022-08-11,수산,640,마른오징어,10마리,66571
2022-08-11,수산,641,김,10장,910
2022-08-11,수산,642,마른미역,100g,30243
2022-08-11,수산,649,수입조기,1마리,3757
2022-08-11,수산,650,새우젓,1kg,19930
2022-08-11,수산,651,멸치액젓,1kg,5121
2022-08-11,수산,652,천일염,5kg,2420
2022-08-11,수산,653,전복,5마리,13965
2022-08-11,수산,654,새우,10마리,4855
2022-08-12,식량,111,쌀,20kg,2374
2022-08-12,식량,112,찹쌀,1kg,3811
2022-08-12,식량,141,콩,500g,12163
2022-08-12,식량,142,팥,500g,17271
2022-08-12,식량,143,녹두,500g,27600
2022-08-12,식량,151,고구마,1kg,6431
2022-08-12,식량,152,감자,100g,4243
2022-08-12,채소,211,배추,1포기,6837
2022-08-12,채소,212,양배추,1포기,4915
2022-08-12,채소,213,시금치,100g,20810
2022-08-12,채소,214,상추,100g,18557
2022-08-12,채소,215,얼갈이배추,1kg,3906
2022-08-12,채소,221,수박,1개,25800
2022-08-12,채소,222,참외,10개,25650
2022-08-12,채소,223,오이,10개,14970
2022-08-12,채소,224,호박,1개,1870
2022-08-12,채소,225,토마토,1kg,6716
2022-08-12,채소,231,무,1개,2944
2022-08-12,채소,232,당근,1kg,3981
2022-08-12,채소,233,열무,1kg,3602
2022-08-12,채소,241,건고추,600g,25725
2022-08-12,채소,242,풋고추,100g,17380
2022-08-12,채소,243,붉은고추,100g,17029
2022-08-12,채소,245,양파,1kg,2423
2022-08-12,채소,246,파,1kg,3316
2022-08-12,채소,247,생강,1kg,8561
2022-08-12,채소,248,고춧가루,1kg,31080
2022-08-12,채소,252,미나리,100g,9000
2022-08-12,채소,253,깻잎,100g,23814
2022-08-12,채소,255,피망,100g,10700
2022-08-12,채소,256,파프리카,200g,10557
2022-08-12,채소,257,멜론,1개,8834
2022-08-12,채소,258,깐마늘(국산),1kg,13884
2022-08-12,채소,422,방울토마토,1kg,10167
2022-08-12,과일,411,사과,10개,31350
2022-08-12,과일,412,배,10개,38257
2022-08-12,과일,413,복숭아,10개,20810
2022-08-12,과일,414,포도,1kg,13237
2022-08-12,과일,418,바나나,100g,3250
2022-08-12,과일,419,참다래,10개,8823
2022-08-12,과일,420,파인애플,1개,6327
2022-08-12,과일,424,레몬,10개,8913
2022-08-12,과일,425,체리,100g,24040
2022-08-12,과일,430,아보카도,1개,1438
2022-08-12,축산,4301,소,1kg,154530
2022-08-12,축산,4304,돼지,1kg,12990
2022-08-12,축산,4401,수입 소고기,1kg,42730
2022-08-12,축산,4402,수입 돼지고기,1kg,14680
2022-08-12,축산,9901,닭,1kg,5680
2022-08-12,축산,9903,계란,10구,3643
2022-08-12,축산,9908,우유,1L,2764
2022-08-12,수산,611,고등어,1손,4493
2022-08-12,수산,612,꽁치,5마리,6196
2022-08-12,수산,613,갈치,1마리,9993
2022-08-12,수산,614,조기,1마리,1628
2022-08-12,수산,615,명태,1마리,3680
2022-08-12,수산,619,물오징어,1마리,4178
2022-08-12,수산,638,마른멸치,100g,25650
2022-08-12,수산,640,마른오징어,10마리,64945
2022-08-12,수산,641,김,10장,910
2022-08-12,수산,642,마른미역,100g,30243
2022-08-12,수산,649,수입조기,1마리,3757
2022-08-12,수산,650,새우젓,1kg,19930
2022-08-12,수산,651,멸치액젓,1kg,5121
2022-08-12,수산,652,천일염,5kg,2420
2022-08-12,수산,653,전복,5마리,13965
2022-08-12,수산,654,새우,10마리,4855
2022-08-15,축산,4301,소,1kg,154470
2022-08-15,축산,4304,돼지,1kg,13010
2022-08-15,축산,4401,수입 소고기,1kg,42130
2022-08-15,축산,4402,수입 돼지고기,1kg,14710
2022-08-15,축산,9901,닭,1kg,5610
2022-08-15,축산,9903,계란,10구,3676
2022-08-15,축산,9908,우유,1L,2709
2022-08-16,식량,111,쌀,20kg,2374
2022-08-16,식량,112,찹쌀,1kg,3799
2022-08-16,식량,141,콩,500g,12163
2022-08-16,식량,142,팥,500g,17271
2022-08-16,식량,143,녹두,500g,27600
2022-08-16,식량,151,고구마,1kg,6132
2022-08-16,식량,152,감자,100g,4314
2022-08-16,채소,211,배추,1포기,6892
2022-08-16,채소,212,양배추,1포기,4915
2022-08-16,채소,213,시금치,100g,21767
2022-08-16,채소,214,상추,100g,19043
2022-08-16,채소,215,얼갈이배추,1kg,4057
2022-08-16,채소,221,수박,1개,22850
2022-08-16,채소,222,참외,10개,24938
2022-08-16,채소,223,오이,10개,14970
2022-08-16,채소,224,호박,1개,2161
2022-08-16,채소,225,토마토,1kg,6716
2022-08-16,채소,231,무,1개,3083
2022-08-16,채소,232,당근,1kg,3767
